Finger,Type,Pressure,Size,X,Y,Orientation,Major,Minor
Thumb,1,0.7375,0.2857143,825.0,1175.0,0.0,108.619995,108.619995
Thumb,0,1.0625,0.5,269.0,1275.0,0.0,184.538,184.538
Thumb,2,1.0125,0.46428573,270.2349,1272.5302,0.0,171.885,171.885
Thumb,2,1.0,0.42857146,338.67352,1234.9623,0.0,159.232,159.232
Thumb,2,0.95,0.39285716,448.94785,1195.8905,0.0,159.232,159.232
Thumb,2,0.90000004,0.37500003,581.777,1164.3201,0.0,146.579,146.579
Thumb,2,0.90000004,0.33928573,685.62836,1152.2585,0.0,133.926,133.926
Thumb,2,0.8875,0.33928573,743.27277,1147.8556,0.0,133.926,133.926
Thumb,2,0.875,0.33928573,773.3549,1151.9078,0.0,133.926,133.926
Thumb,2,0.8625,0.33928573,785.41345,1153.4022,0.0,133.926,133.926
Thumb,2,0.77500004,0.30357143,795.0,1153.0,0.0,121.272995,121.272995
Thumb,1,0.77500004,0.30357143,795.0,1153.0,0.0,121.272995,121.272995
Thumb,0,1.025,0.48214287,277.0,1260.0,0.0,184.538,184.538
Thumb,2,1.0125,0.46428573,282.2562,1256.7467,0.0,171.885,171.885
Thumb,2,0.975,0.42857146,335.20383,1230.5465,0.0,159.232,159.232
Thumb,2,0.925,0.37500003,440.26303,1195.4327,0.0,146.579,146.579
Thumb,2,0.9125,0.35714287,551.1982,1173.0864,0.0,133.926,133.926
